ExcessReturn,MarketReturn,SMB,HML,RMW,CMA,MOM,EPS,HCE,DeltaNetSales,TotalLiability
.11602659,.17521326,.12830953,-.022475287,-.0085901907,.000071900002,.34319752,13.2425,.15749641,.079056248,1631285.3
-.2700491,-.25939173,-.071088463,-.25015122,.040031746,-.24207823,.33778286,13.3585,.14744082,.024885084,1395259.9
.071738899,.082595423,-.08356864,.060052175,-.043529753,-.01039198,.44152433,6.8425002,.176805,.014902438,1349975
.30678216,-.028362663,.08758761,.026619613,-.10953238,.009085088,.40519717,24.259001,.16235685,.05543546,3544931.8
.12180984,.093737125,.052020129,.14413954,.0033960231,.12084357,.27270669,12.0415,.19369411,-.005093534,1850374.8
.071738899,.082595423,.071694575,.024756517,-.004973249,.026911538,.27999961,14.4885,.17502142,.062050752,1526766.6
-.030518288,.067389414,-.035102081,-.062716663,.040340222,-.073883958,.28258708,13.5085,.1427,-.036178533,1126523.5
-.090765737,-.079724461,-.041902907,-.1173482,.040340222,-.045494221,.28969309,21.82,.16659454,.038913269,3751180.3
-.19147277,-.13273789,.1027834,-.15385933,.024619441,-.083219543,.40490049,15.544,.17529425,.0096739819,3544931.8
.082636483,.038809337,.023286389,.024756517,.001856757,.026911538,.23260647,18.5455,.18578859,.047956895,3097850.5
.012320182,.063584313,.05745003,-.11851811,-.0085901907,-.083219543,.45093271,13.3585,.16412316,.16982138,1669273.3
-.055927474,-.07745605,-.10959058,-.1173482,.050403506,-.045494221,.26630524,13.804,.15072139,.024885084,1170331.5
.1230636,.18093295,.045746561,-.010055248,-.11643287,-.062300447,.23260647,15.9045,.19369411,-.015387067,2686028.3
-.03080908,-.001213685,.066151671,-.10663295,.001856757,-.10421994,.39005983,14.994,.17449139,.068749048,2988481.5
.021537762,.0276141,.18472166,.03420978,.001893436,-.035983551,.25435677,16.483999,.13201916,-.0094410041,1355007
-.034628522,-.12245321,.1027834,-.048089422,.0017924299,.10780333,.42954215,12.5275,.20015861,.077187799,1749467.5
-.05435067,-.013775673,.0083348993,-.082486741,.012116499,-.026401605,.38574085,21.931499,.18918993,.021705952,4094849.3
-.090765737,-.084244236,-.077816434,-.086407878,.032753207,-.012005903,.28016761,18.5455,.17567936,.05543546,2856293.8
.071738899,.10999982,.029831901,-.01460065,.048295055,-.081640765,.38455033,11.901,.14303139,.068749048,1170331.5
.012932429,.10187995,.11051265,-.093008891,.097610101,-.068567716,.27922371,12.395,.13201916,-.0083310828,1349975
-.090765737,-.084244236,-.077816434,-.086407878,.0081584472,-.10429738,.30510354,14.9825,.19167721,.10348727,2856293.8
.12180984,.18093295,.13715287,.14413954,.017938739,.12321511,.38455033,11.2505,.15681152,.017362582,1170331.5
-.021800965,-.048856795,-.048454408,-.095733277,-.046182536,-.083219543,.3213605,14.4885,.18459852,.0420307,2562948.5
.051103592,.060231369,.033002421,-.01460065,.001856757,-.040737648,.3271293,14.994,.17845741,-.005093534,3556863.8
.025351586,.062408276,.044501059,.14569493,.024619441,.21144326,.34724665,17.504999,.17723784,.16982138,2856293.8
.016852489,.063030638,.044501059,.0015730161,.040552784,.064960979,.27707663,21.82,.15749641,.061498336,2856293.8
.041707426,-.0158439,.15002848,-.022475287,.040340222,.064960979,.45093271,24.259001,.19369411,-.025571208,4355851
-.030518288,-.001213685,.1556758,-.021758594,.079242334,.038188282,.47268564,15.544,.17485422,.084651001,2650822.3
.028369617,.062408276,.05745003,-.021758594,-.043529753,-.068623863,.44058976,21.379499,.1802554,.035881013,4355851
-.030518288,-.03031224,.030745722,.043674253,.10372147,-.012080746,.30190471,14.9825,.13381176,.026635457,1170331.5
-.038983025,-.021275913,-.0746601,-.16172452,-.04518529,-.19323646,.27999961,12.6275,.19167721,-.015387067,2562948.5
.082636483,.074171625,-.035102081,.0041357158,-.000242372,.10780333,.38574085,12.9415,.18584087,.026635457,1526766.6
.082636483,.038809337,.023286389,.024756517,-.03256949,.009085088,.28258708,12.78,.19369411,.035241369,3224536
.094363585,.13096079,.0099293739,-.01460065,-.11643287,-.045494221,.23260647,13.823,.18370225,.10348727,1850374.8
.094363585,.059414905,.15559757,.082440168,.0033960231,.09452299,.26630524,11.276,.19096564,.0078511406,2210421.3
-.002092127,.0059601632,-.073211618,-.1582081,-.01564314,-.15705396,.39882666,12.6275,.19526714,.055914171,1749467.5
.12180984,.093737125,.0245301,-.04829463,.027560476,.000071900002,.2608988,11.5015,.17449139,-.036178533,1150723.9
-.038104471,-.041645575,.030745722,-.14436473,-.027293103,-.082931198,.27922371,15.544,.19167721,.044101343,2856293.8
-.05435067,-.013775673,-.06772387,-.1173482,.048295055,-.18217406,.30510354,13.5085,.13629481,.044101343,1170331.5
-.084101833,-.084244236,-.077816434,-.15385933,-.061564714,-.19323646,.32824147,21.379499,.21173756,-.15560454,3914429.8
.094176427,.059414905,.033002421,.03420978,.097610101,.067201264,.27999961,13.804,.17371261,.063460186,1526766.6
.021864424,.0276141,.023286389,-.07413318,-.046182536,-.18217406,.38455033,12.6275,.17502142,.035881013,1933111.8
.060737114,.060231369,.15559757,.14413954,.11570346,.21144326,.36644459,16.349501,.17485422,.0096739819,2686028.3
-.19147277,.049037084,.033002421,.039557375,.0052542728,-.01039198,.44152433,12.6275,.17449139,.021909671,2496283
-.019201918,-.048856795,.08758761,.0041357158,.079242334,-.035983551,.30938292,12.7645,.13201916,.017362582,1018817.6
.074377008,.074171625,.071694575,.024756517,.040340222,-.0032597079,.35778198,13.2425,.17485422,.036176141,2953804.8
-.019201918,-.093672507,-.070816234,-.16415602,.027560476,-.083219543,.27922371,12.0415,.19510888,-.020854553,2953804.8
-.014471029,-.062820822,-.048454408,.043674253,.079242334,-.012080746,.30319393,13.823,.17543496,.035241369,2210421.3
-.002092127,.0059601632,-.073211618,-.1203003,.000155071,-.049281955,.34120885,11.5015,.1802554,.068749048,2447304.8
-.03080908,-.03031224,.002132491,.043674253,-.099946916,-.081640765,.30319393,20.806499,.1802554,-.15560454,3097850.5
-.082877234,-.079724461,-.10959058,-.15385933,-.000242372,-.082931198,.28396332,21.931499,.13670094,.047615107,1850374.8
.30678216,-.070867293,.15384434,-.19918337,.069714069,-.10421994,.42954215,24.259001,.17567936,.061498336,4623893
-.051520154,-.07745605,.15384434,.0041357158,.024619441,-.0032597079,.36644459,13.0615,.17529425,-.0072481451,2953804.8
-.014471029,-.048856795,.08758761,.0041357158,.079242334,.09452299,.40519717,21.442499,.19510888,.0078511406,3914429.8
-.055927474,-.013775673,-.053415801,-.035932671,.0033960231,-.020573031,.30938292,10.15,.19858715,-.02993712,1526766.6
.041136514,.087307759,-.08356864,.007649356,.001856757,.10780333,.27999961,18.5455,.18663275,.021705952,3313528
.0038819951,.12517516,.11051265,-.049637605,.0081584472,-.068623863,.35477224,12.395,.14831494,-.0072481451,1355007
-.002092127,.050750013,.052076161,-.10663295,.050403506,-.062300447,.47268564,15.9045,.17502142,.026635457,2686028.3
.082636483,.038809337,.023286389,.031748857,-.03256949,.009085088,.30938292,21.82,.1802554,.10348727,4357398.5
-.19147277,.049037084,.033002421,-.18592027,.014937571,-.12499146,.47268564,9.6490002,.20159897,.024885084,3313528
-.082877234,-.031844586,.002132491,-.035932671,.001893436,.000071900002,.23260647,21.877001,.15749641,.05543546,2650822.3
.021864424,.0276141,-.010134074,-.27736354,-.18915111,-.17884307,.42954215,13.804,.20727544,.044101343,2686028.3
-.031410076,.0056766071,.066151671,-.14436473,-.027293103,-.11268844,.45093271,13.5465,.17567936,-.0094410041,2562948.5
.018282289,.10187995,.047291856,.060052175,.079242334,-.012080746,.21954688,12.6275,.13201916,-.0044176439,992694.88
-.32835278,-.14246105,.1027834,-.25015122,.024619441,-.17884307,.38023308,12.863,.13381176,.077187799,1395259.9
.12180984,.18093295,.13715287,.14413954,.001893436,.12321511,.20708151,14.4885,.17543496,.038913269,3224536
.082636483,.074171625,-.035102081,.0041357158,-.000242372,.10780333,.38574085,11.276,.18584087,-.0072481451,2614598.3
.071738899,.074171625,-.08356864,-.27736354,-.10953238,-.17884307,.31091321,14.086,.18584087,.035241369,1850374.8
-.041033234,-.021275913,-.14012718,-.039820746,-.004973249,-.073883958,.27270669,6.8425002,.16412316,.044101343,992694.88
.071738899,.10999982,.047291856,-.12744521,.027560476,-.049281955,.31091321,14.9825,.19096564,.05543546,2856293.8
.1230636,.17521326,.13715287,-.022475287,-.11643287,-.18217406,.28258708,11.901,.17529425,.005869539,2239455.5
-.044122852,-.041645575,.030745722,-.119666,.001856757,-.15097107,.33778286,21.379499,.20159897,-.15560454,4355851
-.038983025,-.018853094,-.053415801,-.062716663,.040340222,-.068567716,.26522014,12.863,.17371261,.0420307,2150762.8
.00061277999,.12517516,.029831901,-.095733277,-.061564714,-.17834865,.25435677,11.165,.14831494,.0420307,1349975
.00061277999,.0059601632,-.05280596,.007649356,.032753207,.064960979,.32824147,18.5455,.18370225,.05543546,3097850.5
-.32835278,-.14246105,-.071088463,-.25015122,.000020400001,-.12499146,.2608988,11.823,.14303139,.084651001,1170331.5
-.051520154,-.013775673,-.053415801,-.10105571,-.03256949,-.10415152,.23260647,13.3585,.17845741,.035881013,1299085.8
-.019201918,-.093672507,-.070816234,.043674253,.017938739,-.035983551,.42734009,16.483999,.18370225,.055914171,3544931.8
-.019201918,-.048856795,-.048454408,-.095733277,-.046182536,-.10415152,.27999961,11.5015,.18918993,.039814565,1933111.8
.028369617,-.099992044,-.070816234,.14569493,.000020400001,.12084357,.30319393,21.442499,.20015861,.005869539,4355851
.00061277999,.0059601632,-.073211618,-.1582081,-.01564314,-.10749689,.2608988,12.2275,.17250939,-.020854553,1409664.3
-.007719418,.050750013,.052076161,-.14436473,-.0085901907,-.11268844,.27922371,21.379499,.20159897,-.040901974,4094849.3
-.055927474,-.013775673,.0083348993,-.082486741,.0081584472,-.10429738,.23260647,21.379499,.14744082,.035241369,3410267.8
-.084101833,-.031844586,.002132491,-.035932671,.001893436,-.020573031,.32824147,11.5015,.15072139,.078413196,1126523.5
-.038104471,-.12245321,.038925081,-.07413318,.012116499,-.037170172,.28396332,11.276,.15749641,-.0083310828,1349975
.041136514,-.0158439,-.0746601,.023674959,.019712524,-.0032597079,.30190471,16.483999,.21173756,-.15560454,3751180.3
.071738899,.10999982,.047291856,-.01460065,-.061564714,-.073883958,.3271293,14.128,.19858715,-.0012957359,2686028.3
-.05435067,.0076102261,-.05280596,-.035932671,.040031746,-.015196784,.38455033,14.9825,.16412316,-.0044176439,1850374.8
.071738899,.10999982,.047291856,-.12744521,-.010955546,-.082931198,.45093271,21.379499,.13670094,-.0094410041,3224536
-.021800965,-.093672507,-.070816234,-.16415602,-.010955546,-.17834865,.33778286,14.994,.19858715,.005869539,2856293.8
.074377008,.10999982,.047291856,-.01460065,-.061564714,-.10245676,.20708151,14.994,.17485422,-.040901974,2210421.3
-.084101833,-.079724461,-.10959058,-.086407878,.012116499,-.045494221,.32824147,11.5015,.18740095,.0045892289,1263416.1
-.17162158,-.14246105,.024621382,-.15385933,.014937571,-.11268844,.38574085,21.931499,.17449139,.014902438,4623893
-.2700491,-.13720618,.038925081,-.040249262,.11570346,-.01039198,.34724665,19.030001,.15791348,-.0072481451,2650822.3
.1230636,.18093295,.13715287,-.022475287,-.11643287,-.045494221,.40519717,14.086,.18370225,.000954438,2496283
-.044122852,-.018362083,-.053415801,-.082486741,.019712524,-.10429738,.30938292,14.128,.19096564,-.0012957359,2686028.3
.060737114,.10999982,.029831901,.0041357158,.019712524,.10780333,.40519717,12.0415,.17723784,.0096739819,1933111.8
.094176427,.059414905,.033002421,-.010055248,-.088197447,-.012294898,.26630524,18.5455,.18459852,.035881013,3544931.8
-.090765737,-.084244236,-.077816434,-.086407878,.032753207,-.012005903,.36644459,21.877001,.18459852,-.02993712,4623893
-.030580536,-.001213685,.1556758,.0041357158,-.099946916,.000071900002,.26630524,11.276,.19510888,-.025571208,1850374.8
.0038819951,.0059601632,-.05280596,-.119666,.000155071,-.049281955,.40519717,16.483999,.18459852,-.0024843239,2856293.8
.13369983,-.028362663,.030745722,.026619613,-.0085901907,.053662337,.33778286,21.442499,.20015861,.015030554,4185462.5
-.12973735,-.031844586,.002132491,-.15385933,.0081584472,-.11268844,.39005983,21.379499,.17502142,.05543546,4185462.5
.012932429,.10187995,.052020129,-.27736354,-.18915111,-.17884307,.31091321,10.15,.17723784,.026635457,1081454.6
-.030580536,-.03031224,.031024784,-.14436473,.066570759,-.10421994,.45093271,14.9825,.16752747,.079056248,3410267.8
.021864424,-.085462168,-.077816434,.0015730161,-.043529753,.10780333,.33778286,24.259001,.23600531,-.040901974,4355851
-.030518288,-.001213685,-.011519827,.0656396,.024619441,.067201264,.30190471,21.82,.18918993,.045676257,3914429.8
-.030580536,.067389414,.071694575,.043674253,.000020400001,.038188282,.30938292,10.15,.18952858,.012880193,2210421.3
-.32835278,-.13720618,.038925081,-.040249262,.0052542728,.015097612,.30510354,18.5455,.17371261,-.0072481451,3097850.5
.021537762,-.085462168,-.075311273,-.049637605,.066570759,-.081640765,.34724665,13.823,.18102385,.015030554,2953804.8
.13369983,.093737125,.052020129,.082440168,-.03256949,.067201264,.30938292,12.0415,.18459852,.0045892289,1217228.1
-.031410076,-.001213685,-.011519827,-.1203003,-.046182536,-.11268844,.39882666,14.994,.18740095,-.005093534,3224273.3
.041136514,.087307759,.052020129,-.049172252,-.061564714,-.062300447,.27145335,13.5465,.18557292,.035241369,3224536
.1022357,.059414905,.033002421,.03420978,.001856757,.053662337,.27999961,12.0415,.17861179,.045770492,1631285.3
-.03080908,.067389414,.044501059,-.1203003,.097610101,-.045494221,.38023308,14.128,.13629481,.077187799,1395259.9
-.17162158,-.13273789,.024621382,-.086407878,.024619441,-.012005903,.35477224,12.9415,.16659454,.0096739819,2239455.5
.11602659,.18093295,.12830953,.14413954,.079242334,.12321511,.20708151,13.823,.18048859,-.020854553,3410267.8
-.014471029,-.062820822,-.050087687,-.14436473,.011013183,-.11268844,.310215,12.68,.19312364,.035241369,3556863.8
.13369983,.17521326,.13715287,.026619613,.048295055,-.0032597079,.27523938,6.8425002,.18048859,.045770492,1355007
-.051520154,-.07745605,-.10959058,-.13588192,-.0085901907,-.083219543,.27145335,12.613,.19526714,.035241369,3224536
.10617826,.18219486,.12830953,.010884558,.097610101,-.0032597079,.27707663,12.6275,.13381176,.079056248,1349975
-.021800965,-.048856795,.08758761,.0041357158,.001893436,-.01039198,.3271293,15.544,.15749641,-.0094410041,2341778.8
.12180984,.17521326,.12830953,.082440168,.0081584472,.067201264,.3213605,20.806499,.15749641,-.0024843239,3544931.8
-.055927474,-.07745605,-.041902907,-.062716663,.040552784,.015097612,.26630524,12.9415,.15072139,.078413196,1126523.5
.071738899,.10999982,.11051265,.031748857,.040552784,-.035983551,.26522014,12.395,.13381176,-.0094410041,1349975
.1022357,.059414905,.033002421,-.010055248,-.11643287,-.012005903,.28016761,13.0615,.18584087,-.005093534,2341778.8
-.030580536,-.001213685,-.011519827,-.1582081,-.04518529,-.15705396,.310215,6.8425002,.17502142,.068749048,992694.88
-.031410076,.0056766071,.066151671,-.025080921,.0017924299,-.040737648,.25435677,12.7645,.18218333,.044101343,3224536
-.030580536,-.03031224,.002132491,-.119666,-.046182536,-.11268844,.28969309,12.68,.18557292,-.02993712,1850374.8
.025351586,.062408276,.085490711,-.01460065,.0081584472,-.0049074842,.33567804,12.7645,.18952858,.000954438,2496283
.30678216,-.028362663,.08758761,.026619613,.069714069,.12321511,.42954215,17.108999,.176805,-.0083310828,2953804.8
-.082877234,-.084244236,-.077816434,-.15385933,.050403506,-.049281955,.34319752,21.82,.18918993,.035241369,4355851
-.031410076,.067389414,.044501059,-.1203003,.072343171,-.045494221,.27922371,15.9045,.18048859,.0045892289,3313528
.018282289,.063030638,.05745003,-.093008891,-.000242372,-.022681778,.27922371,21.931499,.16659454,.038913269,4480018
-.055927474,.0076102261,-.05280596,-.13588192,.067594878,-.10421994,.35477224,14.994,.17371261,.044101343,2988481.5
.11602659,.093737125,.052020129,.010884558,-.088197447,.015097612,.26630524,12.6615,.17723784,.0045892289,1409664.3
-.03080908,-.03031224,.030745722,-.14436473,.066570759,-.10421994,.27922371,12.2275,.18048859,.036176141,2953804.8
-.082877234,-.084244236,-.077816434,-.15385933,.050403506,-.10415152,.28969309,13.823,.16752747,.036176141,2411808
.018282289,.063030638,.085490711,.0041357158,.032753207,-.01039198,.23260647,14.086,.13381176,.079056248,1349975
-.05435067,-.013775673,-.053415801,-.035932671,.040031746,-.0057886778,.28258708,12.7645,.16659454,.061498336,1631285.3
-.084101833,-.079724461,-.041902907,-.13588192,.097610101,-.026401605,.34319752,12.613,.19076727,.024885084,1749467.5
.028369617,-.099992044,-.070816234,-.038282137,.066570759,-.01039198,.25435677,12.6615,.18102385,.05543546,2341778.8
-.021800965,-.048856795,.08758761,-.038282137,.032753207,-.0049074842,.39005983,13.0615,.17502142,.16982138,2562948.5
.094363585,.13096079,.11051265,.010884558,.097610101,-.035983551,.36644459,12.6275,.13201916,.028465135,1126523.5
.012932429,.063584313,.085490711,-.093008891,.048295055,-.012005903,.45093271,14.344,.18102385,.16982138,2686028.3
-.014471029,-.048856795,-.048454408,-.16415602,-.01564314,-.17834865,.2987774,12.863,.17449139,.035241369,2341778.8
.018282289,.0276141,-.010134074,-.27736354,-.18915111,-.17884307,.42954215,21.82,.16235685,.045770492,3224273.3
.084433958,.038809337,.037201997,.024756517,.001856757,.053662337,.36644459,13.7175,.1802554,-.025571208,2210421.3
-.034628522,.0056766071,-.073211618,-.16172452,-.015134856,-.15705396,.27836388,12.6275,.17449139,.015030554,2239455.5
.30678216,-.028362663,-.048454408,-.19918337,-.10953238,-.17884307,.38023308,12.9415,.20727544,-.0012957359,2210421.3
-.041033234,-.041645575,-.048454408,-.062716663,.015509555,-.012294898,.36644459,13.804,.18740095,-.036178533,3410267.8
-.014471029,-.048856795,.08758761,-.049172252,-.0048322668,.015097612,.2608988,16.349501,.17502142,.026635457,3556863.8
-.034628522,-.011849879,.0083348993,-.16415602,-.11643287,-.17884307,.34123275,14.086,.1802554,.021705952,1850374.8
.060737114,.060231369,.058763668,-.048089422,-.027293103,-.012005903,.2608988,21.82,.19858715,-.0012957359,3914429.8
-.007719418,.050750013,-.023627186,-.1203003,-.0085901907,-.082931198,.34123275,21.379499,.16412316,.021705952,2650822.3
.012932429,.053332206,.052076161,-.11851811,-.045913264,-.17834865,.27523938,12.395,.1427,.062050752,1349975
-.007719418,-.062820822,-.050087687,-.025080921,.040340222,-.081640765,.30190471,13.2425,.16752747,.021705952,1409664.3
-.05435067,-.013775673,-.06772387,-.1173482,.048295055,-.062300447,.39882666,14.9825,.19858715,.021705952,4480018
-.090765737,-.084244236,.15384434,-.10663295,.017938739,-.026401605,.45093271,12.0405,.15749641,.077187799,1409664.3
-.030580536,-.001213685,.1556758,-.021758594,.001893436,.10780333,.31091321,17.108999,.18578859,.077187799,2650822.3
.082636483,.074171625,-.035102081,-.049172252,.027560476,-.020573031,.38198796,14.086,.13670094,.16982138,1126523.5
-.17162158,.049037084,.15559757,-.15385933,.10372147,-.15097107,.2608988,11.165,.13201916,.077187799,1126523.5
-.007719418,.050750013,-.023627186,-.1582081,.027560476,-.11268844,.40490049,12.395,.19167721,.05543546,1749467.5
-.007719418,.050750013,.037201997,-.025080921,.032753207,.10780333,.27922371,12.9415,.17250939,-.0083310828,2341778.8
.021537762,.063030638,.05745003,-.093008891,-.000242372,-.18217406,.3213605,13.5085,.18048859,.10348727,1749467.5
-.044122852,-.018362083,-.0746601,-.035932671,.040552784,.00045474601,.30938292,16.483999,.17567936,-.020854553,3410267.8
-.05435067,-.013775673,.0083348993,-.082486741,-.0048322668,-.045494221,.31611559,11.5015,.19167721,.028992999,2953804.8
.041136514,.087307759,-.08356864,.007649356,-.03256949,.015097612,.21954688,13.823,.13670094,-.00064559298,1046688.1
.1230636,.093737125,-.08356864,-.048089422,-.010955546,-.068923242,.3271293,6.8425002,.18740095,.035241369,1170331.5
.1022357,.18219486,.12830953,-.04829463,-.0085901907,-.10245676,.38574085,13.5085,.14303139,.026635457,1355007
.00061277999,.0059601632,-.05280596,-.095733277,-.07500203,-.083219543,.33778286,12.68,.20015861,.015030554,3410267.8
.11602659,.17521326,.12830953,-.022475287,.033989344,.10780333,.38023308,15.544,.16412316,.077187799,2953804.8
.025351586,.062408276,.044501059,.14569493,.024619441,.21144326,.36304453,17.504999,.17723784,.079056248,2686028.3
-.05435067,.0076102261,.066151671,-.16415602,-.061564714,-.10749689,.45093271,11.2505,.1802554,-.0072481451,1299085.8
-.051520154,.0076102261,-.05280596,-.13588192,.050403506,-.083219543,.38574085,14.128,.17502142,.061066505,3556863.8
.00061277999,.12517516,.11051265,-.27736354,-.18915111,-.20675763,.51935881,6.8425002,.18584087,.017362582,1355007
-.030518288,.067389414,-.035102081,-.10105571,.048295055,-.045494221,.38574085,14.128,.17845741,.047615107,2988481.5
-.014471029,-.048856795,-.048454408,.043674253,.079242334,-.012080746,.44152433,14.994,.19510888,.039814565,2650822.3
.1022357,.053621221,-.023627186,.024756517,-.000242372,-.01039198,.36304453,11.823,.18740095,.035241369,1669273.3
-.014471029,-.062820822,-.10959058,-.1203003,-.015134856,-.10415152,.36644459,10.15,.17723784,.014902438,1355007
.028369617,-.085462168,-.074169636,-.047483608,.0088756764,-.015196784,.3213605,12.9415,.18370225,.038913269,2150762.8
-.090765737,-.084244236,-.041902907,-.1173482,.015509555,-.022681778,.34120885,13.0615,.21173756,.0045892289,3313528
-.038983025,-.021275913,-.14012718,-.086407878,.067594878,-.012005903,.3213605,11.823,.17861179,.036176141,2341778.8
-.12973735,.049037084,.033002421,-.086407878,.000020400001,-.10421994,.25435677,13.5085,.13201916,-.0094410041,1126523.5
.12180984,.17521326,.12830953,.082440168,.040552784,.067201264,.3213605,14.086,.17371261,.061066505,3224536
-.05435067,-.013775673,-.053415801,-.13588192,.050403506,-.049281955,.34319752,20.806499,.18557292,.035241369,4355851
-.034628522,-.12245321,.024621382,.0015730161,.017938739,.038188282,.23260647,17.504999,.19167721,.05543546,3097850.5
-.007719418,-.062820822,-.10959058,-.1203003,.000155071,-.083219543,.28016761,11.5015,.19526714,.039814565,1850374.8
-.030580536,-.001213685,.066151671,-.14436473,.050403506,-.10421994,.27922371,14.994,.13381176,.16982138,1395259.9
-.038983025,-.021275913,-.14012718,-.039820746,.040340222,.00045474601,.36304453,14.344,.18370225,-.020854553,2496283
-.034628522,-.011849879,.0083348993,-.095733277,.001856757,-.045494221,.310215,14.4885,.19312364,.038913269,3544931.8
.1230636,.18093295,.12830953,-.022475287,-.045913264,-.073883958,.2987774,12.6275,.17543496,.021705952,1263416.1
-.2700491,-.25939173,-.055314075,.039557375,.11570346,.12084357,.42734009,24.259001,.17861179,.16982138,4355851
-.030518288,-.001213685,.066151671,-.10663295,.019712524,-.045494221,.45093271,11.5015,.17250939,.017362582,1217228.1
.048029348,.018597897,-.073211618,-.27736354,-.10953238,-.20675763,.42954215,14.086,.20727544,.055914171,2856293.8
-.17162158,-.13273789,.1027834,-.035932671,.024619441,-.081640765,.36304453,11.5015,.18048859,.024885084,2953804.8
-.034628522,-.12245321,.1027834,-.048089422,.040031746,.10780333,.42954215,24.259001,.17723784,.0096739819,3914429.8
.094176427,.053621221,.037201997,.031748857,-.03256949,-.01039198,.26522014,14.4885,.16412316,-.02993712,1409664.3
-.038104471,-.018853094,.15002848,-.049172252,.017938739,-.040737648,.34120885,12.613,.13629481,.084651001,992694.88
.041707426,.087307759,.052020129,-.021758594,-.03256949,-.012294898,.26630524,12.7645,.17845741,.0045892289,1933111.8
